protein_annotation	label
Chain A, Structure Of The N-Terminal Domain And The D1 Aaa Domain Of Membrane Fusion Atpase P97	2
Protein export cytoplasm protein SecA ATPase RNA helicase	2
Glycosyltransferase, family 11	2
Protein NtpR	2
Putative small membrane lipoprotein	1
Cupin 2, conserved barrel domain protein	2
Phage tail collar domain	2
nudix hydrolase 20, chloroplastic-like isoform X3	2
Soj protein	2
ABC transmembrane type-1 domain-containing protein	2
Caudovirus prohead serine protease	2
junctional adhesion molecule-like isoform X2	2
GIY-YIG/LAGLIDADG endonuclease	2
Phage major tail shaft protein	2
Helicase_RecD domain-containing protein	2
Putative phage single-stranded DNA-binding protein	2
SFRICE_015559	0
Sodium:proton antiporter	2
Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	2
Ferrochelatase	2
C1q and tumor necrosis factor-related protein-like protein 3 isoform b isoform 2	2
(Mediterranean fruit fly) hypothetical protein	0
Response regulator transcription factor	2
Aste57867_24821 protein	2
DNA repair protein rad50	2
Putative chaperone protein	2
Sialidase-1	2
Phage head-tail joining family protein	2
SCP domain-containing protein	2
5'-deoxynucleotidase FJW01_06410	2
Phage-like element PBSX protein XkdQ	2
TerD family stress response protein	2
YubD protein	2
Alcohol dehydrogenase-like protein	2
DnaJ-like protein subfamily B member 13	2
ISL3-like element ISP1 family transposase	2
DUF3164 family protein	1
Heat-shock protein	2
Acyl-CoA binding protein 4 isoform 3	2
Type II secretory pathway protein	2
DIRP domain-containing protein	2
LAFE_0F16402g1_1	0
Putative transcription factor PML	2
Glucosamine/fructose-6-phosphate aminotransferase, isomerizing	2
Wall-associated kinase 2	2
Putative phage terminase small subunit	2
BQ5605_C018g08736 protein	0
N6-adenine-specific methylase	2
DRB sensitivity-inducing factor large subunit	2
Ser Thr phosphatase family protein	2
Phage terminase small subuni	2
Putative antiterminator Q protein of prophage CP-933K	2
Mitochondrial chaperone BCS1, putative	2
Transmembrane cell adhesion receptor mua-3	2
Phage major capsid protein	2
Mt 21s rRNA gene r1-intron	0
matrilin-4	2
CMRF35-like molecule 1	2
Deoxycytidylate deaminase isoform a	2
SLAM family member 5-like	2
FLJ00127 protein	0
Invasion associated locus B family protein	2
Bacterial pre-peptidase C-domain family	2
sodium/hydrogen exchanger 10-like isoform X4	2
Cell-adhesion protein	2
Kelch-like protein 12	2
Putative transcriptional regulator	2
Translational repressor RegA	2
ATP-dependent helicase STH1/SNF2	2
UPF0311 protein NCTC13443_00457	1
Cilia and flagella associated protein 74	2
YALI0C09658p	0
CD40 ligand	2
Diaminohydroxyphosphoribosylaminopyrimidine	2
Tn7_Tnp_TnsA_C domain-containing protein	2
Putative kelch domain-containing protein	2
Putative prohibitin	2
Protease modulator HflC	2
Tubulin/FtsZ family with GTPase domain	2
Influenza virus NS1A-binding	2
Unplaced genomic scaffold CY34scaffold_1032, whole genome shotgun sequence	0
Regulatory protein, LacI	2
Vir region protein-like protein	0
M67 family metallopeptidase	2
NEDD4-binding protein 2-like isoform X1	2
Ribonucleoside triphosphate reductase	2
Ogfod1	2
HTH-type transcriptional regulator TsaR	2
Lyase, putative	2
Amidotransferase 1, exosortase A system-associated	2
Site-specific DNA methylase	2
von Willebrand factor A domain containing 2	2
Putative Microtubule-severing ATPase	2
DUF3987 domain-containing protein	1
HD/GGDEF domain regulatory protein	1
FtsK-like protein	2
Recombination protein51 gene c	2
Replication initiator protein A	2
Centaurin, alpha	2
Uncharacterized protein family UPF0150 domain protein	1
AT19489p	0
Phosphopantothenoylcysteine synthetase	2
Putative conserved protein	0
Demethylrebeccamycin-D-glucose O-methyltransferase	2
Kelch-motif containing protein	2
Antirepressor protein ANT	2
DUF1321 domain-containing protein	1
Chaperonin CPN60, mitochondrial	2
Bifunctional riboflavin kinase/FMN adenylyltransferase	2
DNA repair and recombination protein RAD52	2
nicotinamide phosphoribosyltransferase isoform X2	2
Putative phage recombination protein	2
Nuclease inhibitor	2
KinW	2
Peptidase U35, phage prohead HK97	2
DEKNAAC105001	0
Tyrosine-protein phosphatase vhp-1	2
26S proteasome regulatory subunit 8-like A	2
2-deoxycytidine 5-triphosphate deaminase	2
L-methionine sulfoximine/L-methionine sulfone acetyltransferase	2
MgsA AAA+ ATPase family protein	2
Type II secretion system pilot lipoprotein GspS-beta	2
Phage-related Holliday junction resolvase	2
Transmembrane p24 trafficking protein 6	2
Collagenase ColG	2
Putative GIY-YIG endonuclease	2
Gluconate kinase	2
Sarcosine dehydrogenase beta subunit	2
ATP-dependent zinc metalloprotease YME1L isoform X4	2
Acylphosphatase	2
Cartilage oligomeric matrix protein	2
Mitochondrial ATP-dependent helicase irc3	2
STAS domain-containing protein	2
Mannose-6-phosphate isomerase, cupin superfamily	2
UDP-N-acetylglucosamine kinase	2
Putative Cell division protein FtsH	2
Spermidine/spermine N(1)-acetyltransferase	2
NEDD4-binding protein 2-like 1 isoform X1	2
Gly-zipper_Omp domain-containing protein	2
KLHL3	2
Phage tail sheath protein	2
HSP20 family heat shock protein	2
Prophage pi1 protein 09	0
Putative soluble lytic transglycosylase fused to an ABC-type amino acid-binding protein	2
Head-tail connector protein	2
Putative phage endonuclease	2
golgin subfamily A member 5-like	2
Bordetella phage Bbp38 like protein	0
WD repeat-containing protein	2
Portal vertex protein	2
Domain of uncharacterized function (DUF2828)	1
Phosphatidylinositol N-acetylglucosaminyltransferase subunit A, putative	2
DNA adenine methyltransferase	2
UPF0200 protein GX638_13960	1
Putative stage 0 sporulation protein J	2
Holliday junction resolvase hjc	2
Phage portal protein, SPP1 Gp6	2
RC104	0
RmlD substrate binding domain protein	2
Peptidase_M14 domain-containing protein	2
Probable dual-specificity RNA methyltransferase RlmN 3	2
DHFR domain-containing protein	2
Myo-inositol 2-dehydrogenase	2
Putative phage small subunit terminase	2
C4-dicarboxylate ABC transporter substrate-binding protein	2
Methyltransferase, putative	2
Putative peptidase M15 family protein	2
uncharacterized protein LOC106169280	0
manganese and iron superoxide dismutase	2
SprT protein	2
Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6-like	2
kelch-like protein 26	2
CMP deaminase	2
MADS-box domain-containing protein	2
Uncharacterized protein AlNc14C164G7849	0
Putative GPW / gp25 family	2
Putative alpha amylase, C-terminal all-beta domain protein	2
Phosphoesterase-like protein	2
Putative conserved protein YdaU, DUF1376 family	1
AAA family ATPase, subfamily protein	2
Prophage LambdaW1, terminase large subunit, putative	2
Kelch-like protein 28 (inferred by orthology to a human protein)	2
Leucyl aminopeptidase	2
Icc-related predicted phosphoesterase	2
Uncoupling protein	2
Peptidase M15A/endolysin gp23	2
Hemerythrin-like metal-binding protein	2
DUF45 domain-containing protein	1
3-oxoacyl-(Acyl-carrier-protein) reductase FabG	2
6-pyruvoyl tetrahydropterin synthase family protein	2
Isochorismatase domain-containing protein	2
DUF3277 family protein	1
Head fiber protein	2
Heat shock protein 60, mitochondrial	2
ATPase related to the helicase subunit of the Holliday junction resolvase	2
Putative LysR-family transcriptional regulator	2
Putative tellurium resistance protein terZ (Modular protein)	2
SPFH domain, Band 7 family protein	2
TerC family protein, ortholog of stress responce protein	2
Putative diacetyl reductase [(R)-acetoin forming] 2	2
calcium-activated chloride channel regulator 1	2
MgPPT1, serine threonine phosphatase 2A catalytic sub-unit like protein	2
Exonuclease VIII 5 > 3 specific dsDNA exonuclease	2
SPbeta prophage-derived putative HNH homing endonuclease YosQ	2
tRNA-specific adenosine deaminase (Modular protein)	2
DNA repair protein RadA/Sms	2
Ribonuclease T	2
Phage portal protein, HK97 family/phage portal protein, PBSX family,TIGR01540	2
ADH_N domain-containing protein	2
V-set domain-containing T-cell activation inhibitor 1-like protein	2
Vicilin	2
Protein gp16	0
Cobalt chelatase subunit CobT	2
Putative phage tail fiber host specificity protein	2
Bacteriophage replication protein O	2
KY49.ctg7180000000022_quiver, whole genome shotgun sequence	0
Putative adenylyl-sulfate kinase	2
RelA/SpoT protein	2
Phage late control gene D protein GPD	2
Os12g0141800 protein	0
Putative Phage portal protein, lambda family	2
Uncharacterized protein KLHL10-like	2
Gll0587 protein	0
DUF1654 domain-containing protein	1
Non-specific serine/threonine protein kinase	2
O-GlcNAcase NagJ	2
Cell division protein FtsZ-like 2-1, chloroplastic	2
Putative prophage exonuclease	2
Putative Phage regulatory protein Rha	2
IclR helix-turn-helix domain protein 7	2
Probable endopeptidase p60	2
SWIM zinc finger	2
Glr2862 protein	2
7-cyano-7-deazaguanine synthase QueC	2
5'-nucleotidase/2' 3'-cyclic phosphodiesterase-like protein	2
Cation transporter	2
deoxycytidylate deaminase isoform X1	2
Prophage LambdaSa04, DNA polymerase family protein	2
Asparagine synthetase	2
Nitroreductase	2
Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2	2
Fe superoxide dismutase	2
Choline binding protein a	2
D-fructose-1,6-bisphosphate 1-phosphohydrolase class 2	2
KBTBD	2
Probable mitochondrial chaperone bcs1-b	2
Uvs068	0
Prepilin-type N-terminal cleavage/methylation domain protein	2
Phosphoribosyltransferase	2
DNA_PPF domain-containing protein	2
VWA domain-containing protein-like protein	2
Helix-turn-helix domain protein	2
FAD-dependent oxidoreductase	2
Exosporium leader peptide domain protein	2
Probable cat1 operon transcriptional activator	2
Cas_Cas4 domain-containing protein	2
leukocyte cell-derived chemotaxin-2-like	2
Phage-derived protein	0
Concanavalin A-like lectin/glucanases superfamily	2
Prophage repressor	2
F-box DNA helicase protein 1	2
Fumarate hydratase class II	2
Retinol dehydrogenase 8	2
VirE_N domain-containing protein	2
Nitric oxide reductase NorQ protein	2
SNF2 domain-containing protein CLASSY 3	2
Ectoderm-neural cortex protein 2	2
LysR family transcriptional regulator, cyn operon transcriptional activator	2
ParB family chromosome partition protein	2
DNA-binding protein from phage origin	2
Single-stranded DNA-binding protein 2	2
ADP-ribose glycohydrolase OARD1 isoform X1	2
Putative exported lipoprotein	1
Putative non-transporter ABC protein	2
Acyl-CoA-binding domain-containing protein 5	2
Gp38	0
Late control gene D protein GpD	2
YTH domain-containing protein	2
DNA ligase-like protein	2
Cupin 2 conserved barrel domain protein	2
Uncharacterized protein DUF955	1
Ala-tRNA(Pro) deacylase	2
Vicilin antimicrobial peptide	2
Carbamoyl-phosphate synthetase ammonia chain	2
Leukotoxin	2
Phosphoadenosine 5'phosphosulfate reductase	2
Ribosome biogenesis ATPase RIX7	2
Protein of uncharacterized function (DUF1052)	1
DNA-binding transcriptional regulator, MarR family	2
Integrating conjugative element protein	2
Possible DNA helicase	2
Peptide chain release factor RF-2	2
Replication factor C subunit 4-like protein	2
Reverse transcriptase	2
YqaJ viral recombinase protein	2
Diheme cytochrome c NapB	2
Peptidase S14, ClpP	2
Phage major tail subunit	2
Putative transcription regulator protein	2
NADH:ubiquinone oxidoreductase subunit L	2
ATPases of the AAA+ class	2
Phage-related head-tail joining protein	2
Superfamily II DNA or RNA helicase	2
KLHL12	2
Hemophilus-specific protein	2
Cold-shock-like DNA binding protein	2
PRPS1 isoform 4	2
DUF2597 domain-containing protein	1
3-oxoacyl-[acyl-carrier protein] reductase	2
Vertebrate C1q and tumor necrosis factor-related protein-like protein	2
Glycosyltransferase involved in cell wall biosynthesis/GT2 family glycosyltransferase	2
Putative co-chaperone GroES	2
Lin1290 protein	0
BCS1 and ATPase (AAA) domain protein	2
Tail assembly chaperone	2
Putative Exonuclease, phage-type	2
Peptidoglycan lytic transglycosylase, family GH104	2
DUF2135 domain-containing protein	1
2-octaprenyl-6-methoxyphenyl hydroxylase	2
Spore cortex-lytic enzyme prepeptide	2
Toxin-antitoxin system, toxin component, MazF family	2
p2 phage tail completion protein R (GpR)	2
Chaperone protein DnaJ 2	2
63 kDa chaperonin, mitochondrial	2
uncharacterized protein LOC108741433	0
Putative tick transposon	2
40 kDa heat shock protein, putative	2
Putative Helicase, RecD/TraA family	2
Gp20	0
Proliferating cell nuclear antigen PcnA	2
Sporulation domain-containing protein	2
RecD DNA helicase YrrC	2
Alpha-monoglucosyldiacylglycerol synthase	2
SMC1-family ATPase involved in DNA repair	2
Fibro-slime domain-containing protein	2
Putative RNA-binding Zn-ribbon protein involved in translation (DUF1610 family)	2
NaMN:DMB phosphoribosyltransferase	2
Thioredoxin M1, chloroplastic	2
Cell wall hydrolase	2
Transfer protein Tra	2
Tail lysozyme, putative	2
Hypoth_Ymh domain-containing protein	0
GNAT N-acetyltransferase	2
kelch-like protein 13 isoform X2	2
T3/T7 RNA polymerase	2
Lambda integrase-like protein	2
PhageMin_Tail domain-containing protein	2
Putative endonuclease I	2
DNA replication factor	2
Diguanylate cyclase, GGDEF domain	2
Transcriptional regulator, LuxR family protein	2
Small subunit (Nu1-like protein) of DNA packaging dimer	2
Putative signaling protein CC_0091	2
Topoisomerase-like DNA binding C4 zinc finger protein	2
Endonuclease HNH	2
VCBS repeat-containing protein	2
Regulatory P domain of the subtilisin-like proprotein convertase	2
CSON002342 protein	0
Putative SPP1 family predicted phage head-tail adaptor	2
kelch-like protein 21	2
Gp8 domain protein	0
Recombinase D	2
kelch domain-containing protein 8A-like isoform X2	2
NUMOD4 motif	2
Peptidase family S24	2
Endonuclease/exonuclease/phosphatase	2
Bifunctional S24 family peptidase / transcriptional regulator	2
Kelch-like 3	2
RanBD1 domain-containing protein	2
Mitochondrial 60 kDa heat shock protein	2
Spermatogenesis associated 5-like 1	2
Si:ch211-63p21.8	0
TIGR04255 family protein	1
Putative tail fiber	2
Putative helicase-phage associated protein	2
Gll3885 protein	0
Prophage PSPPH03, transcriptional regulator, LuxR family	2
DUF1937 family protein	1
DNA-dependent ATPase MGS1	2
AraC-like ligand binding domain	2
attractin-like protein 1	2
Bis(5'-nucleosyl)-tetraphosphatase, symmetrical	2
LINE-type retrotransposon LIb DNA	2
p-loop containing nucleoside triphosphate hydrolase	2
Phage P4-associated integrase	2
(rape) hypothetical protein	0
UMP-CMP kinase	2
uncharacterized protein LOC111068026	0
Dephospho-CoA kinase, CoaE, nonfunctional	2
Phage-associated homing endonuclease	2
AraC_binding domain-containing protein	2
fibronectin-like	2
HTH_37 domain-containing protein	2
Putative uncharacterized protein ORFI in retron EC67	0
MutT pyrophosphohydrolase	2
HDIG domain-containing protein	2
uncharacterized protein LOC104246415	0
Phage virion morphoproteinsis protein	2
Flotillin-like protein 2	2
Putative phage major capsid protein, gp36	2
Uncharacterized protein rth28	0
IscS protein	2
Alkyl sulfatase dimerisation	2
Polysialic acid capsule synthesis protein KpsF	2
GTP pyrophosphokinase (P)ppGpp synthetase I	2
Uncharacterized conserved protein UCP015417, vWA	0
Transposase (ISL3 family)	2
Putative acid phosphatase of HAD superfamily subfamily IIIB	2
Bis(5'-nucleosyl)-tetraphosphatase prpE	2
DEBR0S6_10110g1_1	0
Beta-lactamase domain protein	2
Procollagen-lysine,2-oxoglutarate 5-dioxygenase	2
ubiquitin-like modifier-activating enzyme 6	2
HEPN domain protein	2
Nudix-type nucleoside diphosphatase (YffH/AdpP family)	2
Putative cell surface glycoprotein	2
Putative exonuclease subunit 1	2
Gluconate 5-dehydrogenase	2
mRNA interferase toxin of the YafO-YafN toxin-antitoxin system	2
Gll2115 protein	0
Rhodanese-related sulfurtransferase	2
Pathogenesis-like transcriptional factor and ERF protein	2
Collagen type VI alpha 5 chain	2
Aminoglycoside N(6')acetyltransferase	2
DNA circulation	2
Tail fiber	2
Prok-JAB and NLPC P60 and Lambda tail I and Phage tail L and Phage min tail domain containing protein	2
Lysophospholipase L1 or related esterase	2
Putative stomatin-like protein	2
Protein p50	0
ABC transporter domain-containing protein	2
tRNA (guanine(26)-N(2))-dimethyltransferase	2
Metal dependent phosphohydrolase	2
Predicted exonuclease VIII/RecE-like protein	2
Prophage Lp3 protein 11	0
Ref family protein	2
Putative tail assembly protein	2
transmembrane protein 131	1
SsDNA-specific exonuclease RecJ	2
